-22.1612,6.3388,36.0,b
-21.24947703947873,7.250505656543776,38.42538514611416,b
-20.3397549616249,8.160184557451657,40.70161829027326,b
-19.434337673844407,9.0655881458566,42.847215223411204,b
-18.53668285805791,9.963272081192969,44.87330298949626,b
-17.652174277006846,10.847835926980013,46.78399893758998,b
-16.754134106131897,11.74594070666062,48.64721816447378,b
-15.847858873471353,12.65229187538799,50.45783085036901,b
-14.936593475751488,13.56366716306841,52.215178988644844,b
-14.022335815208748,14.478106102543126,53.92083683540543,b
-13.106331310009715,15.394413629977377,55.57739004671176,b
-12.18938394086969,16.311857750594708,57.1877765235622,b
-11.272060395328426,17.22998651800487,57.18255541479056,b
-10.354835333703601,18.14851727845397,55.57080207395779,b
-9.438211786005494,19.067268656593036,53.91123327459008,b
-8.522846772628691,19.986116364887327,52.20002826019666,b
-7.6097115656628755,20.904965174120004,50.43297436616643,b
-6.700340335182987,21.82371213048728,48.605638109463825,b
-5.797192533665414,22.742256048014752,46.71363115829941,b
-4.904302855649094,23.66039183235825,44.753363481719866,b
-4.028250438192206,24.577882045028613,42.72311435047826,b
-3.1798272989328535,25.49426849268995,40.62545708122359,b
-2.3767426193485686,26.4088339314745,38.471175141427736,b
-1.6480342206348775,27.320421122590883,36.28559260503965,b
-1.0413306571804084,28.227116670035592,34.11612997165037,b
-0.6347661598828869,29.12577850922234,32.02844392063448,b
-0.38691863646174807,30.180856104481897,45.57230554128956,b
-0.23582778322738934,31.331122828501123,43.754021492838056,b
-0.1437198748264356,32.53914728614086,41.77080416159758,b
-0.08756663486918133,33.78193564778944,39.631202317685684,b
-0.053329900416310194,35.04517976516918,37.33246683788909,b
-0.032450618092997034,36.319699311001244,34.860527852649376,b
-0.01971105618948441,37.599111094291544,32.18897129542612,b
-0.01192266990689127,38.8782825449696,29.27528907727461,b
-0.007141807103062135,40.152000950164904,26.052268954883488,b
-0.004169979651355676,41.41369146964078,22.4072210453643,b
-0.0022643663204474068,42.653780434917024,18.123766022979858,b
-0.0009505886523442073,43.85729140621381,12.648290733688187,b
0.0,45.0,0,b
